Name,Full_Name,PriCompany,Job_Code,Tags
SCORE-01_Metrolink Video,,,SCORE-01,
SDT-01_San Dieguito - Renderings,San Dieguito - Renderings,Flatiron Construction,SDT-01,
SERA-01 Hotel Interior,Hotel Interior,Sera Architects Inc.,,"Architecture, 3D"
SERA-02 Home2,Hotel prototype,Sera Architects Inc.,,"Architecture, 3D"
Sienna-01,,,,
SIENNA-01_,Sienna Solar Farm,Rincon Consultants,SIENNA-01,"Solar, Energy, 3D"
sienna-02,Sienna-02 Solar Farm,Rincon Consultants,,
SLO-01_San Luis Obispo Housing,San Luis Obispo Housing,Rincon Consultants,SLO-01,"Visual Impacts, 3D"
SMRT-01_SmartMobility,SmartMobility,Senetur,SMRT-01,
SR202-01_,Phoenix SR 202 Loop ,WSP | Parsons Brinckerhoff in the USA,SR202-01,"Highways, 3D"
SR202-02 LAUS,LAUS Model Edits,WSP | Parsons Brinckerhoff in the USA,,
SWC-01_SW Corridor Flyover,SW Corridor Flyover,TriMet,SWC-01,"Light Rail, Transit, 3D"
SWC-02_SW Corridor Scenes,SW Corridor MAX Scenes,TriMet,SWC-02,"Light Rail, Transit, 3D"
SWC-03_SW Corridor Flyover Update,SW Flyover Update,TriMet,SWC-03,"Light Rail, Transit, 3D"
TGRD-02 SW Corridor Views,SW Corridor Views,City of Tigard,,"Planning, 3D"
TIRE-01_,Tire Life,"""Fuller Brothers, Inc.""",TIRE-01,"Advertising, 3D"
TIRE-02_,"Captions, voice acting","""Fuller Brothers, Inc.""",TIRE-02,"Advertising, 3D"
TIRE-03_,Mining Trucks,"""Fuller Brothers, Inc.""",TIRE-03,"Advertising, 3D"
TOST-01_Toston Bridge,Toston Bridge,Morrison Maierle Inc.,TOST-01,"Bridges, 3D"
TRNQ-01_Tranquility Solar Project,Tranquility Solar Project,Rincon Consultants,TRNQ-01,"Solar, Energy, 3D"
TTH-01_Tolentine Hall,Tolentine Hall,Robert A.M. Stern Architects LLP,TTH-01,"Institutional, Architecture, 3D"
UNIO-01_Union Road Interchange,Union Road Interchange,Drake Haglan & Associates Inc,UNIO-01,
UOC-01_UO City Model,UO City Model,University of Oregon,UOC-01,
UPS-01_Welcome Centerx,Welcome Center,University of Puget Sound,UPS-01,"Institutional, 3D"
VAWF-01_Vancouver Water Front Lobbies,Vancouver Water Front Lobbies,IA Interior Architects,VAWF-01,"Commercial, 3D"
VIA-06_San Pedro Re-Renders,,KGB Texas,VIA-06,
VISTA-01 Vista House,Vista House,Crash Studio LLC,,"Modeling, 3D"
VMR-01 Valley Metro,alley Metro Planning Support Services ,HDR,,
VIRG-01_Virgin River Bridge,Virgin River Bridge,Pulice Construction,VIRG-01,"Bridges, 3D"
WATE-01_Water Avenue,Water Avenue,Bora,WATE-01,"Residential, Architecture, 3D"
WEST-01_West Des Moines,West Des Moines,McClure Engineering Company,WEST-01,
